id_str,text,created_at,retweet_count,favorite_count,is_retweet,neg,neu,pos,cmpd
1193338157548236800,Schiff said we’d hear from the whistleblower.But when collusion between the whistleblower  Schiff’s staff was revealed…,11-10-2019 01:22:42,12793,0,True,0.0,1.0,0.0,0.0
1193335723111305216,Welcome to Bryant-Denny Stadium POTUS and FLOTUS! 🇺🇸 RollTide  ,11-10-2019 01:13:02,9929,0,True,0.0,0.568,0.432,0.7263
1193329124644753409,Alabama and LSU fans welcome President Trump and First Lady Melania Trump to Tuscaloosa Alabama. 🇺🇸  https:/…,11-10-2019 00:46:48,14219,0,True,0.0,0.734,0.266,0.7003
1193328925742469120,But the Fake News will never show this. Thank you!  ,11-10-2019 00:46:01,11422,46188,False,0.273,0.492,0.235,-0.1604
1193328202740944897,Alabama loves President Trump. This is what the fake news media won’t show you. MAGA 🇺🇸 …,11-10-2019 00:43:09,19954,0,True,0.131,0.593,0.275,0.5267
1193327464308625409,Thank you to LSU and Alabama for a great game!,11-10-2019 00:40:13,19396,156444,False,0.0,0.504,0.496,0.784
1193321783065300992,We learn from the press today that Chm Schiff had prior knowledge and involvement in the WB complaint. He withheld this…,11-10-2019 00:17:38,29283,0,True,0.099,0.901,0.0,-0.296
1193321344194228229,"""The person who planted fake evidence shouldn't be the one ruling on the admissibility of fake evidence"" Ratcliffe sai…",11-10-2019 00:15:53,19104,0,True,0.267,0.733,0.0,-0.7351
1193320428883845121,A terrible lie. How can she do such a thing?  ,11-10-2019 00:12:15,15374,47746,False,0.307,0.693,0.0,-0.4767
1193317958254239744,Thank you Lee and David!  ,11-10-2019 00:02:26,6457,26742,False,0.0,0.589,0.411,0.4199
1193249691741216768,95% Approval Rating in the Republican Party. Thank you! MAGA KAG2020,11-09-2019 19:31:10,14447,70295,False,0.0,0.482,0.518,0.8221
1193248307402797056,Whatever happened to the so-called “informer” to Whistleblower 1? Seems to have disappeared after I released the Transcript of the call. Shouldn’t he be on the list to testify? Witch Hunt!,11-09-2019 19:25:40,18613,76633,False,0.153,0.847,0.0,-0.6189
1193239922926178304,I recommend that Nervous Nancy Pelosi (who backed up Schiff’s lie) Shifty Adam Schiff Sleepy Joe Biden the Whistleblower (who miraculously disappeared after I released the transcript of the call) the 2nd Whistleblower (who also disappeared)  the I.G. be part of the list!,11-09-2019 18:52:21,25099,93538,False,0.096,0.824,0.08,-0.1759
1193224005827940352,PRESIDENTIAL HARASSMENT!,11-09-2019 17:49:06,25038,124920,False,0.791,0.209,0.0,-0.5848
1193200357243080704,But the Witch Hunt continues. After 3 years of relentless attacks against the Republican Party  me the Do Nothing Dems are losers for America!  ,11-09-2019 16:15:08,16157,61989,False,0.209,0.531,0.26,0.1793
1193192673429131264,Bringing the word “Nationalism” back into the mainstream - great job by Rich Lowry! Very important book.  ,11-09-2019 15:44:36,11506,41210,False,0.0,0.563,0.437,0.8775
1193190844012122113,Just finished reading my son Donald’s just out new book “Triggered.” It is really good! He along with many of us was very unfairly treated. But we all fight back and we always win!,11-09-2019 15:37:20,31650,174242,False,0.08,0.733,0.186,0.6684
1193138032276365312,As we reflect this week on the horrific 9/11 attack it’s important to remember how far we’ve come in combatting radical…,11-09-2019 12:07:28,6328,0,True,0.275,0.659,0.066,-0.7717
1193137619032584193,“Coup has started.” Those were the words of the so-called “whistleblower’s” attorney TWO-AND-A-HALF YEARS before the cal…,11-09-2019 12:05:50,12002,0,True,0.0,1.0,0.0,0.0
1193137158829301760,"""As we start the new week look beneath the impeachment headlines and you'll see a full employment economy that's muc…",11-09-2019 12:04:00,5330,0,True,0.0,1.0,0.0,0.0
1193137036007550976,"""Voters everywhere have been rejecting costly climate dreams!"" NaturalGas ClimateChange Fracking MyTake VarneyCo ht…",11-09-2019 12:03:31,4484,0,True,0.281,0.719,0.0,-0.5707
1193136819740794880,"""Look what we have now! A growing economy full employment rapidly rising wages stockmarket record highs! How do y…",11-09-2019 12:02:39,4555,0,True,0.0,0.882,0.118,0.3147
1193136682373132289,"""The democrats know they can't remove Trump  from office but they'll go ahead with the impeachment process…",11-09-2019 12:02:07,4837,0,True,0.0,1.0,0.0,0.0
1193136022412054528,"""The democrats are losing on policy losing on prosperity and their socialist front runners are being attacked by thei…",11-09-2019 11:59:29,5033,0,True,0.339,0.661,0.0,-0.802
1193135722875760640,All three major equity indices finished higher and at new all-time highs all while there are $360 billion in tariffs current o…,11-09-2019 11:58:18,8971,0,True,0.0,1.0,0.0,0.0
1193135282952056832,Volker confirmed to me during his interview that in no way shape or form was there any quid pro quo whatsoever.  https://…,11-09-2019 11:56:33,10206,0,True,0.095,0.905,0.0,-0.296
1193135105130283008,VP Pence traveled to Warsaw to communicate 2 points to Zelensky on 9/1 at POTUS' direction. Here Taylor agrees w/me that…,11-09-2019 11:55:51,5115,0,True,0.053,0.861,0.086,0.1779
1193135036939329536,"This ""evidence"" would be thrown out of court so quickly for all of the right reasons. Here Taylor concedes to me that his…",11-09-2019 11:55:34,9379,0,True,0.0,1.0,0.0,0.0
1193134960661663746,The Dems/media are desperately relying on Taylor as their star witness to show there was an impeachable offense of quid p…,11-09-2019 11:55:16,6554,0,True,0.195,0.805,0.0,-0.5574
1193134897931653120,The George Kent transcript was just released  once again there’s ZERO 1st hand info of US $ to Ukraine being linked to s…,11-09-2019 11:55:01,5542,0,True,0.0,0.868,0.132,0.4939
1193134847042211840,Do you have any firsthand knowledge of United States aid to Ukraine ever being connected to the opening of…,11-09-2019 11:54:49,5312,0,True,0.0,0.865,0.135,0.4215
1193134775818694658,It appears Ambassador Yovanovitch did not accurately answer this question I asked her during her “impeachment inquiry” de…,11-09-2019 11:54:32,9712,0,True,0.0,1.0,0.0,0.0
1193134689449652224,24 yrs ago today the Jerusalem Embassy Act became law. It recognized Jerusalem as the undivided capital of Israel  requi…,11-09-2019 11:54:11,11272,0,True,0.0,1.0,0.0,0.0
1193134604292698114,Here's Rush Limbaugh weighing in on some of my deposition exchanges with Bill Taylor from Taylor’s transcript just releas…,11-09-2019 11:53:51,4892,0,True,0.0,1.0,0.0,0.0
1193134510004690944,Real Cracker Jack reporting here. What actually happened in the room is Adam Schiff made up a new rule that day that NOTH…,11-09-2019 11:53:29,6924,0,True,0.0,1.0,0.0,0.0
1193134273529831424,A total and complete circus! Just petty politicians trying to undo Trump's victory.Now if only the ringl…,11-09-2019 11:52:32,5564,0,True,0.122,0.878,0.0,-0.2714
1193134163710349313,There are probably a myriad of additional reasons that Democrats have been focusing on impeachment but none of them is…,11-09-2019 11:52:06,7277,0,True,0.0,1.0,0.0,0.0
1193133919878692864,On Thursday 11/7/2019 the President signed into law:S. 693 the “National POW/MIA Flag Act” which honors service member…,11-09-2019 11:51:08,5397,0,True,0.0,0.837,0.163,0.5106
1193133841940123650,Jesse Watters nails Joe Bite Me and John Kerry in one MonologueTheFive  ,11-09-2019 11:50:49,5298,0,True,0.0,1.0,0.0,0.0
1193133422203604992,Impeachment ‘Boring’ So Far ‘Not a Sexy Scandal’ Americans Don’t Care About Ukraine …,11-09-2019 11:49:09,3506,0,True,0.0,0.593,0.407,0.7823
1193133305140563968,I hit the streets for another epic Man On The Street Interview. What does Americans know about Veterans Day? D…,11-09-2019 11:48:41,3377,0,True,0.0,1.0,0.0,0.0
1193133005113634816,I will be announcing the winners of the MAGACHALLENGE and inviting them to the WhiteHouse to meet with me and perfor…,11-09-2019 11:47:30,26264,0,True,0.0,0.769,0.231,0.6597
1193132809986203649,Good luck Vince this will be great!  ,11-09-2019 11:46:43,4722,24315,False,0.0,0.28,0.72,0.8832
1193132232048889856,An impactful day in Morocco where we furthered all 3 pillars of WGDP 🇺🇸🇲🇦⬇️💫 Women Prospering in the Workforce 💫 Women…,11-09-2019 11:44:26,5455,0,True,0.091,0.909,0.0,-0.2263
1193131455796404224,Fake News is reporting that I am talking to Mark Burnett about doing a big show perhaps The Apprentice after the presidency which I would assume they mean in 5 years. This is not true never had such a conversation don’t even have time to think about it. False reporting!,11-09-2019 11:41:21,21669,96911,False,0.117,0.883,0.0,-0.6931
1193030111383228416,“Mark Levin blasts Adam Schiff claims 'the law is on the president's side' on Ukraine”  ,11-09-2019 04:58:38,13490,50178,False,0.0,1.0,0.0,0.0
1192973731712425984,Democrats are so obsessed with impeaching President Trump that they're doing nothing to fix real problems Americans care a…,11-09-2019 01:14:36,7767,0,True,0.205,0.663,0.133,-0.188
1192973540930326528,Nadler says he is only concerned about the “appearance of an open mind” admitting this impeachment process is pre-bake…,11-09-2019 01:13:51,15622,0,True,0.0,1.0,0.0,0.0
1192971898310803456,The “Whistleblower’s” lawyer called for a “coup” almost as soon as President Trump took office.All the more reason why we…,11-09-2019 01:07:19,22151,0,True,0.0,1.0,0.0,0.0
1192971266040434689,Republicans only have til Saturday to request witnesses for ALL open hearings.-RepAdamSchiff decides WHICH witnesses tes…,11-09-2019 01:04:48,29176,0,True,0.0,1.0,0.0,0.0
1192922874027233280,"""Democrats want to invest in green global projects. I want to invest in Black American communities."" - Trump …",11-08-2019 21:52:31,23241,0,True,0.0,0.843,0.157,0.1531
1192922863042351105,"""We created 9000 opportunity zones...8 million African-Americans live in opportunity zones yet every Democrat voted aga…",11-08-2019 21:52:28,15904,0,True,0.0,0.631,0.369,0.765
1192854195625316352,I will be announcing the winners of the MAGACHALLENGE and inviting them to the WhiteHouse to meet with me and perform. Good luck!  ,11-08-2019 17:19:37,26190,95640,False,0.0,0.608,0.392,0.8908
1192594646691729408,STATEMENT FROM PRESIDENT DONALD J. TRUMP  ,11-08-2019 00:08:15,31818,110993,False,0.0,1.0,0.0,0.0
1192467617140924417,Stock Market up big today. A New Record. Enjoy!,11-07-2019 15:43:29,20211,114187,False,0.0,0.667,0.333,0.5411
1192467215360102401,The Radical Left Dems and LameStream Media are just trying to make it hard for Republicans and me to win in 2020. The new Impeachment Hoax is already turning against them!,11-07-2019 15:41:53,18328,72619,False,0.098,0.787,0.115,0.3802
1192463709400117250,The Amazon Washington Post and three lowlife reporters Matt Zapotosky Josh Dawsey and Carol Leonnig wrote another Fake News story without any sources (pure fiction) about Bill Barr  myself. We both deny this story which they knew before they wrote it. A garbage newspaper!,11-07-2019 15:27:57,24007,83333,False,0.169,0.796,0.035,-0.7644
1192460764235419654,It was just explained to me that for next weeks Fake Hearing (trial) in the House as they interview Never Trumpers and others I get NO LAWYER  NO DUE PROCESS. It is a Pelosi Schiff Scam against the Republican Party and me. This Witch Hunt should not be allowed to proceed!,11-07-2019 15:16:15,35482,132078,False,0.257,0.699,0.044,-0.9206
1192454569936216065,“What did Hunter Biden do for the money?” SenJohnKennedy  A very good question. He and Sleepy Joe must testify!,11-07-2019 14:51:38,15697,56313,False,0.0,0.83,0.17,0.54
1192441715984089088,Based on the information released last night about the Fake Whistleblowers attorney the Impeachment Hoax should be ended IMMEDIATELY! There is no case except against the other side!,11-07-2019 14:00:34,25386,91488,False,0.242,0.758,0.0,-0.7896
1192438540363276290,Read the Transcript!,11-07-2019 13:47:57,19956,96092,False,0.0,1.0,0.0,0.0
1192438178747170816,The degenerate Washington Post MADE UP the story about me asking Bill Barr to hold a news conference. Never happened and there were no sources!,11-07-2019 13:46:30,17018,64057,False,0.098,0.902,0.0,-0.3595
1192418595323682817,Bill Barr did not decline my request to talk about Ukraine. The story was a Fake Washington Post con job with an “anonymous” source that doesn’t exist. Just read the Transcript. The Justice Department already ruled that the call was good. We don’t have freedom of the press!,11-07-2019 12:28:41,24019,86660,False,0.054,0.756,0.19,0.8268
1192333300683198464,Just returned to the WhiteHouse after a great evening in Monroe Louisiana with a massive turnout of Great American Patriots. With early voting underway until Sat find your polling location below  go vote for your next LAgov EddieRispone! GeauxVote➡️ ,11-07-2019 06:49:46,12983,47342,False,0.0,0.805,0.195,0.8588
1192309473538265088,There were two VERY different events in Monroe today...GeauxVote FireJBE LAgov LeadRight KAG MAGA StopTheCoup TeamTrum…,11-07-2019 05:15:05,7302,0,True,0.0,1.0,0.0,0.0
1192309395549343744,Check out the overflow crowd for tonight’s TrumpRally in Monroe Louisiana! Early voting is underway! Don’t forget to get…,11-07-2019 05:14:46,9855,0,True,0.121,0.879,0.0,-0.3578
1192307862204108800,The LameStream Media which is The Enemy of the People is working overtime with made up stories in order to drive dissension and distrust!,11-07-2019 05:08:41,12980,49709,False,0.231,0.769,0.0,-0.7644
1192307858366271490,The story in the Amazon Washington Post of course picked up by Fake News CNN saying “President Trump asked for AG Barr to host a news conference clearing him on Ukraine” is totally untrue and just another FAKE NEWS story with anonymous sources that don’t exist....,11-07-2019 05:08:40,17622,65937,False,0.137,0.829,0.034,-0.7378
1192307362331119617,Years ago when Media was legitimate people known as “Fact Checkers” would always call to check and see if a story was accurate. Nowadays they don’t use “Fact Checkers” anymore they just write whatever they want!,11-07-2019 05:06:41,24887,112367,False,0.0,0.955,0.045,0.1511
1192284746815922176,LOUISIANA! Early voting is underway until Saturday it’s time to get out and VOTE to REPLACE Radical Liberal Democrat John Bel Edwards with a great new REPUBLICAN Governor EddieRispone! GeauxVotePOLL FINDER:  ,11-07-2019 03:36:49,10648,37931,False,0.0,0.861,0.139,0.6892
1192281725822353409,Protest Trump during the LSU game and risk losing your reserved seating.  …,11-07-2019 03:24:49,10794,0,True,0.427,0.573,0.0,-0.6908
1192229368057085952,A great evening last night in Kentucky and Mississippi for the Republican Party with 13 BIG WINS including a Governorship in Mississippi. Congratulations to everyone!  ,11-06-2019 23:56:46,13549,49884,False,0.0,0.552,0.448,0.9471
1192221874752651264,Here’s Ambassador Taylor testifying that Ukraine was not aware of a hold on military aid until the end of August over…,11-06-2019 23:27:00,10670,0,True,0.0,1.0,0.0,0.0
1192211806665629696,Stock Markets (all three) hit another ALL TIME  HISTORIC HIGH yesterday! You are sooo lucky to have me as your Presid…,11-06-2019 22:46:59,31257,0,True,0.0,0.866,0.134,0.4753
1192198480267218945,Thanks to many of you here today my Administration and Republicans in Congress have now confirmed 157 FEDERAL JUDGES who will uphold our Constitution AS WRITTEN a profoundly historic milestone and a truly momentous achievement!  ,11-06-2019 21:54:02,19242,72440,False,0.0,0.836,0.164,0.7263
1192173801502588928,Just had a very good call with President RTErdogan of Turkey. He informed me that they have captured numerous ISIS fighters that were reported to have escaped during the conflict – including a wife and sister of terrorist killer al Baghdadi….,11-06-2019 20:15:58,16434,68276,False,0.257,0.678,0.066,-0.8522
1192173803171983362,Also talked about their Border with Syria the eradication of terrorism the ending of hostilities with the Kurds and many other topics. Look forward to seeing President Erdogan next Wednesday November 13th at the WhiteHouse!,11-06-2019 20:15:58,10127,45006,False,0.195,0.805,0.0,-0.8398
